-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.7409   Longitude 12.2562 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 16.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,2,24,99.29,7.01,260.12,8.95,261.12
2023,2,25,100.13,9.66,4.81,12.08,5.75
2023,2,26,101.92,5.8,120.69,7.93,121.12
2023,2,27,102.68,1.99,173.25,2.7,158.62
2023,2,28,102.89,2.54,265.25,3.53,265.31
2023,3,1,102.64,3.52,271.12,4.81,271.81
2023,3,2,102.27,2.74,223.75,3.79,209.44
2023,3,3,101.62,5.72,288.31,7.32,288.75
2023,3,4,101.16,6.38,309.62,8.05,310.12
2023,3,5,100.57,5.26,308.5,6.98,308.94
2023,3,6,99.81,3.14,252.06,3.99,252.12
2023,3,7,98.27,11.93,235.69,14.66,237.06
2023,3,8,99.33,4.76,237.12,5.98,237.56
2023,3,9,99.63,3.93,154.06,5.26,154.75
2023,3,10,99.19,5.69,88.0,7.38,88.5
2023,3,11,99.82,6.95,252.5,8.8,252.88
2023,3,12,100.31,6.4,235.69,8.09,236.12
2023,3,13,98.67,10.55,214.69,14.11,215.94
2023,3,14,98.52,8.39,259.0,11.19,259.75
2023,3,15,100.61,7.12,267.12,9.16,267.88
2023,3,16,101.65,6.35,194.56,8.09,195.38
2023,3,17,100.92,7.86,159.38,10.59,160.69
2023,3,18,100.76,3.53,226.81,5.41,227.19
2023,3,19,101.16,2.8,153.62,3.87,154.62
2023,3,20,101.07,4.78,262.69,7.01,263.06
2023,3,21,100.96,4.19,209.25,5.79,210.0
2023,3,22,100.1,7.09,219.06,10.05,220.12
2023,3,23,99.67,7.38,228.31,10.62,229.0
2023,3,24,99.35,8.55,220.75,11.7,221.62
2023,3,25,99.33,6.59,229.56,9.27,230.31
2023,3,26,99.75,7.11,301.06,8.85,301.62
2023,3,27,100.71,5.7,323.31,7.42,323.69
2023,3,28,101.69,5.56,295.06,7.32,295.31
2023,3,29,101.1,4.62,208.12,6.39,208.62
2023,3,30,100.0,5.9,184.0,8.2,185.19
2023,3,31,99.5,5.24,173.44,6.92,174.25
2023,4,1,100.5,8.05,66.62,10.16,67.0
2023,4,2,102.4,4.83,60.0,6.34,60.12
2023,4,3,103.19,3.28,127.38,4.13,127.56
2023,4,4,102.6,3.37,304.56,4.65,304.88
2023,4,5,102.0,1.63,104.0,2.16,101.62
2023,4,6,101.9,5.5,146.12,7.12,146.88
2023,4,7,102.16,5.13,71.88,6.98,72.38
2023,4,8,102.53,3.78,85.69,4.98,86.06
2023,4,9,102.62,3.17,103.0,4.3,103.12
2023,4,10,101.95,7.11,124.62,9.05,125.5
2023,4,11,100.39,4.98,220.81,7.11,221.75
2023,4,12,100.27,6.35,151.38,7.91,151.94
2023,4,13,100.08,5.32,145.44,7.07,147.38
2023,4,14,100.91,3.96,57.75,5.27,58.38
2023,4,15,101.23,7.21,73.62,9.77,74.38
2023,4,16,102.02,3.61,104.75,5.07,104.69
2023,4,17,102.66,3.4,80.88,4.55,80.62
2023,4,18,103.08,4.85,62.56,7.02,63.0
2023,4,19,102.82,7.26,40.94,10.09,41.69
2023,4,20,102.42,8.03,68.0,10.91,68.81
2023,4,21,102.05,4.9,89.25,7.02,89.62
2023,4,22,101.06,6.02,124.38,8.12,125.0
2023,4,23,100.26,3.96,225.62,5.96,226.06
2023,4,24,99.8,5.55,168.25,7.79,169.19
2023,4,25,99.99,7.97,262.31,9.98,263.19
2023,4,26,100.81,8.73,285.25,11.02,285.88
2023,4,27,101.43,7.01,280.56,9.18,281.12
2023,4,28,101.48,3.0,184.38,4.02,185.19
2023,4,29,101.25,5.62,222.75,7.54,222.69
2023,4,30,101.88,5.65,296.31,7.35,296.69
2023,5,1,101.35,4.47,212.06,6.56,212.56
2023,5,2,101.6,5.3,311.19,7.19,311.5
2023,5,3,102.4,4.04,297.0,5.46,297.5
2023,5,4,102.37,3.65,116.31,4.67,116.88
2023,5,5,102.44,11.31,95.25,13.88,95.88
2023,5,6,102.25,9.85,95.25,12.23,96.0
2023,5,7,102.48,6.52,107.44,8.66,108.38
2023,5,8,102.58,6.28,135.5,8.55,136.38
2023,5,9,101.74,8.39,139.75,11.31,140.88
2023,5,10,101.1,8.41,124.5,11.28,125.75
2023,5,11,101.54,5.56,119.62,7.89,120.44
2023,5,12,102.12,5.09,95.31,7.28,95.75
2023,5,13,102.26,4.3,108.31,6.23,108.81
2023,5,14,101.8,3.9,108.06,5.53,108.44
2023,5,15,100.86,2.97,92.69,4.19,93.06
2023,5,16,100.77,6.66,279.0,8.66,279.75
2023,5,17,101.67,8.19,297.31,10.4,297.88
2023,5,18,102.61,2.52,248.38,3.34,249.38
2023,5,19,102.79,2.32,126.56,3.05,126.81
2023,5,20,102.66,4.48,86.56,6.3,86.81
2023,5,21,102.08,4.91,76.44,6.76,76.81
2023,5,22,101.69,5.76,95.31,7.77,95.75
2023,5,23,101.1,3.82,221.56,5.2,221.75
2023,5,24,101.62,3.14,306.62,4.62,308.12
2023,5,25,102.12,5.99,315.44,8.2,315.81
2023,5,26,102.44,6.42,319.44,8.52,319.88
2023,5,27,102.45,2.99,263.62,4.21,263.56
2023,5,28,101.93,4.16,295.25,5.91,295.06
2023,5,29,102.0,4.05,312.81,5.69,312.94
2023,5,30,102.32,2.54,212.5,3.55,213.5
2023,5,31,101.96,5.72,276.12,8.06,276.31
2023,6,1,101.35,5.4,256.44,7.08,257.0
2023,6,2,102.05,4.48,187.75,5.86,143.12
2023,6,3,102.16,1.85,253.88,2.6,255.69
2023,6,4,102.01,2.83,296.81,3.73,296.81
2023,6,5,102.01,1.25,179.12,1.58,176.88
2023,6,6,101.8,2.27,280.06,3.01,279.75
2023,6,7,101.72,1.63,253.75,2.12,252.69
2023,6,8,101.56,1.99,282.19,2.64,282.69
2023,6,9,101.81,5.89,82.44,7.77,82.62
2023,6,10,102.15,8.09,82.56,10.41,83.31
2023,6,11,102.27,7.2,90.19,9.39,90.81
2023,6,12,102.09,5.48,101.12,7.52,101.81
2023,6,13,101.89,5.02,85.44,7.02,85.62
2023,6,14,101.92,2.43,48.56,3.3,49.06
2023,6,15,101.65,2.27,171.56,3.27,171.38
2023,6,16,101.27,1.96,97.81,2.93,97.69
2023,6,17,101.2,2.16,74.81,3.02,74.31
2023,6,18,101.1,3.95,316.31,5.55,316.12
2023,6,19,101.13,3.11,159.31,4.12,160.0
2023,6,20,101.22,3.4,125.69,4.77,126.19
2023,6,21,101.1,5.2,210.06,7.34,210.75
2023,6,22,101.63,3.25,252.25,4.55,252.06
2023,6,23,101.58,3.94,280.88,5.67,281.0
2023,6,24,101.9,4.51,306.25,6.12,306.31
2023,6,25,101.65,1.23,183.62,1.71,185.25
2023,6,26,100.95,5.63,200.88,7.6,201.44
2023,6,27,100.86,8.89,294.62,11.07,295.19
2023,6,28,101.16,5.06,305.88,6.59,306.56
2023,6,29,101.03,3.15,241.06,4.59,242.06
2023,6,30,100.63,4.91,287.5,6.62,287.62
2023,7,1,99.9,6.82,222.12,8.9,222.69
2023,7,2,99.7,10.22,258.31,12.96,258.94
2023,7,3,100.04,9.83,248.69,12.41,249.31
2023,7,4,100.41,8.98,244.12,11.44,244.69
2023,7,5,100.59,7.56,183.69,9.9,184.62
2023,7,6,101.09,8.05,250.88,10.5,251.62
2023,7,7,101.92,3.66,235.19,5.25,234.5
2023,7,8,102.06,1.16,123.69,1.63,124.25
2023,7,9,101.96,1.82,107.38,2.59,106.38
2023,7,10,101.52,3.79,195.25,5.79,195.56
2023,7,11,101.26,4.59,196.75,6.09,197.69
2023,7,12,100.42,5.73,215.44,7.98,216.25
2023,7,13,100.92,5.85,245.44,7.95,245.81
2023,7,14,101.28,3.47,235.06,4.8,235.44
2023,7,15,100.62,6.91,152.31,9.5,153.56
2023,7,16,100.71,6.66,233.56,9.42,233.81
2023,7,17,101.11,6.78,235.62,8.97,236.06
2023,7,18,101.3,6.59,269.5,8.55,269.69
2023,7,19,100.88,4.31,284.25,5.69,284.44
2023,7,20,100.69,6.67,284.12,8.6,284.38
2023,7,21,100.67,4.35,262.75,5.65,263.0
2023,7,22,100.66,5.08,260.75,6.46,261.0
2023,7,23,100.32,4.97,208.88,6.41,209.69
2023,7,24,99.65,5.98,231.25,8.25,232.19
2023,7,25,99.84,6.09,279.5,7.95,279.75
2023,7,26,100.36,5.99,261.88,7.79,262.0
2023,7,27,100.3,4.27,232.62,5.75,233.12
2023,7,28,100.21,2.06,192.12,2.64,192.06
2023,7,29,100.22,3.52,207.19,5.13,207.62
2023,7,30,100.37,5.05,248.0,6.84,248.31
2023,7,31,100.03,5.18,218.94,6.8,219.69
2023,8,1,99.16,3.37,223.75,4.62,223.75
2023,8,2,99.21,4.5,210.5,5.9,211.38
2023,8,3,99.02,4.35,248.94,5.88,249.25
2023,8,4,100.46,5.82,273.38,7.83,273.62
2023,8,5,101.03,3.28,231.56,4.41,232.0
2023,8,6,100.3,6.45,165.12,8.17,166.06
2023,8,7,99.29,14.03,287.38,17.52,288.94
2023,8,8,99.69,12.92,261.81,16.32,262.81
2023,8,9,100.59,8.77,264.25,11.28,265.06
2023,8,10,101.45,6.86,274.38,9.02,275.0
2023,8,11,101.72,4.2,225.69,6.02,226.31
2023,8,12,101.28,4.49,165.06,6.37,165.81
2023,8,13,101.29,4.31,234.19,6.15,234.81
2023,8,14,101.41,3.23,152.25,4.74,152.81
2023,8,15,101.24,4.37,200.44,6.42,201.25
2023,8,16,101.82,3.98,270.44,5.68,270.38
2023,8,17,102.14,3.22,89.25,4.55,89.88
2023,8,18,101.92,5.74,75.06,7.65,75.94
2023,8,19,101.69,5.86,106.12,7.85,106.62
2023,8,20,101.79,3.12,246.19,4.41,246.69
2023,8,21,101.87,3.78,282.81,5.51,283.0
2023,8,22,101.62,3.47,257.0,4.93,256.94
2023,8,23,101.51,3.55,270.38,5.25,270.62
2023,8,24,101.34,2.95,241.06,4.1,240.12
2023,8,25,100.49,4.34,185.25,5.97,185.75
2023,8,26,100.41,4.59,214.0,6.41,214.31
2023,8,27,100.62,4.34,192.31,5.98,192.94
2023,8,28,100.56,3.97,269.19,5.34,269.56
2023,8,29,100.79,1.96,78.38,2.53,93.5
2023,8,30,100.42,1.72,171.56,2.27,172.75
2023,8,31,100.3,3.31,206.62,4.54,206.81
2023,9,1,100.78,5.12,290.94,7.29,291.56
2023,9,2,101.57,5.03,288.25,7.13,288.44
2023,9,3,102.15,5.59,284.5,7.61,284.81
2023,9,4,102.38,4.46,273.31,6.42,273.69
2023,9,5,102.06,2.27,213.75,3.06,213.94
2023,9,6,102.22,2.74,81.88,3.82,82.38
2023,9,7,102.39,4.57,110.88,6.58,111.38
2023,9,8,101.95,4.15,130.81,6.1,131.25
2023,9,9,101.55,3.99,154.0,6.14,154.5
2023,9,10,101.47,2.09,271.38,2.91,271.0
2023,9,11,101.14,2.76,148.5,3.79,149.31
2023,9,12,100.94,2.68,268.0,3.99,268.25
2023,9,13,101.18,4.55,224.5,6.48,224.38
2023,9,14,101.92,2.99,303.0,3.88,302.44
2023,9,15,102.06,3.46,161.88,4.63,162.19
2023,9,16,101.6,5.06,145.75,7.28,146.56
2023,9,17,101.49,4.84,113.31,6.38,113.88
2023,9,18,100.47,7.63,143.5,10.19,144.81
2023,9,19,99.93,10.59,222.81,13.49,223.88
2023,9,20,100.22,8.2,216.56,11.05,217.56
2023,9,21,99.91,6.47,159.56,8.88,160.62
2023,9,22,99.71,5.12,209.0,6.99,209.62
2023,9,23,100.67,4.79,234.75,6.6,235.06
2023,9,24,102.14,4.73,245.5,6.69,245.75
2023,9,25,102.31,5.97,177.38,8.41,178.0
2023,9,26,102.09,3.38,150.5,5.04,151.0
2023,9,27,101.78,2.77,176.06,4.3,176.31
2023,9,28,101.33,4.75,196.5,7.03,197.0
2023,9,29,101.18,5.05,213.38,7.26,214.06
2023,9,30,101.66,7.59,273.38,9.95,273.81
2023,10,1,101.75,4.17,245.38,5.97,245.56
2023,10,2,101.38,4.05,240.5,6.41,241.25
2023,10,3,100.38,7.51,232.38,9.88,233.12
2023,10,4,101.22,9.93,262.5,12.73,263.38
2023,10,5,101.29,8.55,283.25,11.22,283.94
2023,10,6,100.98,9.95,238.62,12.96,239.69
2023,10,7,100.87,7.26,275.88,9.4,276.19
2023,10,8,102.12,3.82,233.81,5.03,233.5
2023,10,9,101.56,1.98,197.06,2.51,197.94
2023,10,10,101.22,5.0,227.69,6.59,228.38
2023,10,11,100.09,8.85,241.5,11.67,242.5
2023,10,12,100.61,8.21,279.69,10.78,280.12
2023,10,13,99.89,8.17,203.56,10.98,204.75
2023,10,14,99.54,10.7,267.44,13.68,268.31
2023,10,15,100.44,11.02,286.12,13.88,287.25
2023,10,16,101.44,6.09,302.06,7.94,302.75
2023,10,17,101.62,5.85,280.38,8.1,280.75
2023,10,18,101.17,4.46,208.31,6.09,208.75
2023,10,19,100.46,11.54,83.31,14.18,84.5
2023,10,20,99.82,14.66,78.12,18.16,79.31
2023,10,21,99.61,8.0,101.69,10.06,102.69
2023,10,22,100.28,5.2,185.19,7.34,185.94
2023,10,23,100.94,4.38,256.19,6.31,256.5
2023,10,24,100.63,8.36,104.62,10.58,105.44
2023,10,25,99.98,8.48,92.56,10.64,93.75
2023,10,26,99.68,7.03,64.56,8.75,65.56
2023,10,27,99.58,6.0,72.31,7.69,73.06
2023,10,28,99.93,6.23,94.56,7.94,95.38
2023,10,29,99.39,7.79,163.94,10.46,165.06
2023,10,30,99.53,6.94,214.12,9.63,215.0
2023,10,31,99.25,5.98,196.94,7.74,197.5
2023,11,1,100.05,5.41,208.38,7.11,209.25
2023,11,2,98.78,7.86,147.56,10.46,148.81
2023,11,3,98.16,5.44,178.0,7.69,178.75
2023,11,4,98.15,6.17,200.12,8.25,200.56
2023,11,5,97.59,5.06,157.25,6.81,158.12
2023,11,6,98.93,6.02,240.0,8.14,240.56
2023,11,7,100.01,7.75,230.38,10.06,231.31
2023,11,8,100.23,7.07,231.25,9.27,232.12
2023,11,9,99.68,6.91,200.69,9.02,201.56
2023,11,10,99.37,5.8,205.06,7.87,205.69
2023,11,11,99.79,2.39,162.88,3.28,162.94
2023,11,12,100.23,1.82,147.31,2.45,147.12
2023,11,13,100.07,4.7,128.62,6.13,129.25
2023,11,14,98.97,6.4,84.5,7.83,86.44
2023,11,15,100.6,4.97,70.0,6.29,71.0
2023,11,16,100.36,5.98,87.62,7.55,88.94
2023,11,17,101.31,6.54,47.0,8.53,48.25
2023,11,18,102.01,3.83,96.56,5.35,97.25
2023,11,19,100.25,8.65,123.62,10.79,124.75
2023,11,20,100.47,6.4,90.25,8.21,91.06
2023,11,21,101.83,5.93,65.56,7.9,66.25
2023,11,22,102.06,7.55,201.69,9.56,202.12
2023,11,23,99.58,12.88,274.62,16.61,275.94
2023,11,24,99.13,9.27,319.5,12.07,320.44
2023,11,25,100.13,5.63,106.69,7.94,106.75
2023,11,26,100.77,4.12,293.69,5.98,293.56
2023,11,27,100.59,5.04,64.94,6.33,65.94
2023,11,28,100.17,5.91,176.19,7.61,176.5
2023,11,29,99.73,3.77,119.19,5.1,119.31
2023,11,30,100.01,5.98,64.38,7.77,65.12
2023,12,1,100.41,3.83,21.94,5.6,22.56
2023,12,2,100.82,4.02,185.56,5.73,185.62
2023,12,3,101.55,3.36,318.88,4.81,318.19
2023,12,4,101.43,4.46,172.62,6.38,172.38
2023,12,5,101.12,8.32,117.0,11.08,117.38
2023,12,6,101.24,7.89,99.5,10.0,100.0
2023,12,7,101.6,1.63,126.62,2.29,127.31
2023,12,8,101.25,5.33,141.0,7.32,141.0
2023,12,9,100.52,5.83,146.5,8.23,147.06
2023,12,10,99.73,7.12,116.06,9.51,116.81
2023,12,11,99.4,3.63,80.5,5.55,80.5
2023,12,12,100.46,4.46,65.0,6.43,65.69
2023,12,13,100.42,7.84,66.75,9.63,67.88
2023,12,14,101.48,3.39,142.81,4.49,142.88
2023,12,15,102.32,5.57,262.19,7.69,262.75
2023,12,16,102.44,8.4,250.81,11.37,252.0
2023,12,17,102.09,9.9,257.5,13.27,258.56
2023,12,18,101.6,8.77,248.31,11.79,249.44
2023,12,19,100.66,6.99,267.0,9.63,267.94
2023,12,20,99.62,7.88,253.94,10.0,254.88
2023,12,21,97.47,11.05,250.06,13.96,251.5
2023,12,22,97.76,14.1,303.38,17.7,304.69
2023,12,23,99.11,8.22,298.5,10.78,299.12
2023,12,24,98.85,7.37,229.31,10.02,230.25
2023,12,25,98.99,11.77,265.88,15.26,267.0
2023,12,26,99.65,8.73,257.69,11.31,258.69
2023,12,27,101.26,6.34,232.0,8.16,232.56
2023,12,28,99.93,10.0,221.94,13.35,223.5
2023,12,29,99.41,10.51,234.88,13.8,236.06
2023,12,30,100.1,6.95,245.06,9.2,245.94
2023,12,31,100.28,7.52,136.5,9.3,137.62
