-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  56.3265   Longitude 9.3184 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,8,9,100.13,9.65,277.62,12.98,278.75
2023,8,10,101.14,6.97,283.62,9.84,284.25
2023,8,11,101.25,4.29,235.62,6.64,236.0
2023,8,12,100.88,2.55,165.56,3.97,167.0
2023,8,13,100.85,4.69,220.69,6.95,220.81
2023,8,14,101.02,3.95,193.75,5.81,193.94
2023,8,15,100.86,5.21,179.69,7.22,179.81
2023,8,16,101.43,5.82,256.5,7.96,257.31
2023,8,17,101.95,2.27,177.12,3.73,177.19
2023,8,18,101.77,4.71,73.31,6.61,74.06
2023,8,19,101.29,6.11,124.5,8.27,125.69
2023,8,20,101.47,3.84,250.88,5.9,251.38
2023,8,21,101.58,4.3,253.38,6.56,253.5
2023,8,22,101.28,3.77,249.44,5.91,249.56
2023,8,23,101.18,4.48,256.19,6.89,256.5
2023,8,24,101.02,3.19,231.75,4.97,231.31
2023,8,25,100.14,4.8,232.5,6.56,233.12
2023,8,26,100.26,2.16,247.88,3.15,247.38
2023,8,27,100.22,2.32,174.5,3.39,175.0
2023,8,28,100.32,4.23,284.56,6.23,284.94
2023,8,29,100.48,3.34,232.0,5.1,232.12
2023,8,30,100.04,3.6,164.56,5.39,165.06
2023,8,31,100.04,2.94,135.44,4.34,136.38
2023,9,1,100.59,4.02,291.12,6.31,291.56
2023,9,2,101.35,6.31,282.19,8.94,282.62
2023,9,3,101.86,5.66,268.94,8.17,269.69
2023,9,4,102.06,4.95,250.69,7.45,251.12
2023,9,5,101.81,3.18,267.75,4.92,267.44
2023,9,6,101.92,2.27,199.31,3.91,200.0
2023,9,7,102.02,4.32,135.81,6.7,136.56
2023,9,8,101.57,3.95,138.81,6.48,139.31
2023,9,9,101.15,2.95,206.12,4.7,206.31
2023,9,10,101.25,2.41,277.81,3.45,278.19
2023,9,11,100.7,4.42,185.94,6.73,186.5
2023,9,12,100.73,3.61,296.75,5.75,296.81
2023,9,13,101.16,4.42,337.44,6.7,337.81
2023,9,14,101.64,3.46,235.38,5.2,235.88
2023,9,15,101.62,4.58,176.06,6.8,176.5
2023,9,16,101.23,2.91,143.44,4.54,144.12
2023,9,17,101.16,5.45,76.44,7.63,77.44
2023,9,18,99.88,7.22,151.19,9.98,152.31
2023,9,19,99.12,9.05,222.0,12.13,223.25
2023,9,20,99.49,8.47,215.19,11.56,216.31
2023,9,21,99.27,5.95,192.5,8.52,193.38
2023,9,22,99.32,3.61,242.44,5.27,242.38
2023,9,23,100.33,3.78,264.25,6.03,264.62
2023,9,24,101.66,5.24,222.81,8.02,223.5
2023,9,25,101.63,6.84,187.38,9.35,188.5
2023,9,26,101.67,3.87,167.31,6.18,167.75
2023,9,27,101.37,3.57,196.5,5.6,196.88
2023,9,28,100.81,6.02,193.94,8.48,194.69
2023,9,29,100.73,5.67,225.88,8.2,226.62
2023,9,30,101.35,7.06,267.06,9.99,267.62
2023,10,1,101.34,3.33,227.69,5.77,228.44
2023,10,2,101.02,3.17,254.94,5.42,255.0
2023,10,3,100.13,5.44,245.75,7.82,231.5
2023,10,4,100.77,9.05,260.81,12.23,261.88
2023,10,5,101.04,6.21,277.69,9.02,278.19
2023,10,6,100.4,9.7,242.38,13.14,243.69
2023,10,7,100.81,5.36,318.31,7.84,318.81
2023,10,8,101.93,2.66,179.62,4.58,179.69
2023,10,9,101.27,1.51,226.81,2.34,225.75
2023,10,10,100.68,5.64,223.44,8.17,224.5
2023,10,11,99.58,8.66,252.44,11.94,253.44
2023,10,12,100.3,7.21,275.5,10.48,276.06
2023,10,13,99.23,6.12,210.62,8.98,211.75
2023,10,14,99.12,10.52,264.69,14.23,265.75
2023,10,15,100.31,9.87,297.56,13.22,298.56
2023,10,16,101.29,4.52,307.44,7.42,307.81
2023,10,17,101.34,5.17,276.12,8.56,276.62
2023,10,18,100.92,3.77,149.81,6.02,150.0
2023,10,19,100.23,10.09,85.44,13.09,86.38
2023,10,20,99.74,13.55,78.19,17.46,79.25
2023,10,21,99.35,10.24,91.81,13.37,93.0
2023,10,22,99.73,5.38,159.62,7.78,160.56
2023,10,23,100.56,3.93,226.12,6.02,227.0
2023,10,24,100.3,7.27,87.31,10.09,88.31
2023,10,25,99.7,9.01,88.44,11.62,89.81
2023,10,26,99.62,5.96,64.0,7.92,64.75
2023,10,27,99.44,5.0,70.44,6.84,71.0
2023,10,28,99.61,5.91,92.19,8.1,92.75
2023,10,29,98.79,6.9,151.94,9.94,153.56
2023,10,30,98.9,5.56,222.5,8.48,222.81
2023,10,31,99.38,5.65,176.94,7.78,177.44
2023,11,1,99.54,5.18,159.06,7.16,159.88
2023,11,2,98.05,7.83,134.62,10.86,136.38
2023,11,3,97.49,7.26,147.81,10.01,149.44
2023,11,4,97.54,6.09,161.5,8.54,162.62
2023,11,5,97.16,4.38,130.94,6.7,131.62
2023,11,6,98.45,4.02,222.0,7.05,222.12
2023,11,7,99.49,3.37,230.19,5.84,230.81
2023,11,8,99.67,3.93,221.38,6.55,222.0
2023,11,9,99.14,2.64,156.19,4.25,156.81
2023,11,10,98.81,3.31,173.94,5.55,174.31
2023,11,11,99.51,2.39,93.31,3.39,94.31
2023,11,12,99.95,2.05,102.5,3.33,102.81
2023,11,13,99.66,5.02,112.44,7.07,113.19
2023,11,14,98.96,8.74,54.5,11.24,55.69
2023,11,15,100.47,3.68,52.62,5.79,52.94
2023,11,16,100.74,6.45,24.62,8.49,25.44
2023,11,17,101.39,4.23,47.75,6.14,48.69
2023,11,18,101.6,4.34,121.69,6.3,122.31
2023,11,19,99.77,7.09,107.31,9.56,108.12
2023,11,20,100.25,5.05,85.38,7.47,85.94
2023,11,21,101.72,3.02,67.81,5.02,67.88
2023,11,22,101.37,8.0,213.62,10.79,214.94
2023,11,23,99.38,12.12,283.5,16.42,284.69
2023,11,24,99.22,7.64,249.75,11.01,250.56
2023,11,25,100.17,4.14,83.19,7.24,83.25
2023,11,26,100.55,3.04,229.44,5.07,229.75
2023,11,27,100.39,5.83,72.19,7.95,72.69
2023,11,28,100.15,3.44,156.5,4.71,157.19
2023,11,29,99.67,1.95,62.44,3.41,47.56
2023,11,30,100.04,4.8,44.0,7.34,44.44
2023,12,1,100.45,3.55,21.5,6.34,21.81
2023,12,2,100.75,1.33,181.75,2.07,183.19
2023,12,3,101.23,2.27,163.94,3.92,165.06
2023,12,4,101.04,3.91,134.62,6.16,135.44
2023,12,5,100.86,4.99,86.81,8.15,87.44
2023,12,6,101.13,5.52,62.31,7.69,63.12
2023,12,7,101.42,2.71,67.56,4.98,67.75
2023,12,8,100.83,4.48,109.25,7.14,109.5
2023,12,9,99.88,6.29,134.38,9.1,135.56
2023,12,10,99.28,7.75,100.69,10.72,101.81
2023,12,11,99.29,4.67,56.88,7.42,57.56
2023,12,12,100.29,4.32,73.38,7.12,73.62
2023,12,13,100.38,5.64,54.56,8.28,55.12
2023,12,14,101.25,2.15,158.56,3.84,158.88
2023,12,15,101.94,4.83,257.5,8.47,258.12
2023,12,16,101.95,8.26,247.31,11.74,248.5
2023,12,17,101.58,8.07,242.81,10.96,244.25
2023,12,18,101.07,7.46,243.19,10.38,244.44
2023,12,19,100.3,6.43,258.94,9.1,259.94
2023,12,20,99.22,6.27,264.06,9.33,265.25
2023,12,21,97.1,11.49,263.88,15.57,265.19
2023,12,22,98.05,10.62,309.06,14.3,309.94
2023,12,23,99.01,5.27,296.94,8.3,297.38
2023,12,24,98.27,7.4,224.69,10.8,226.25
2023,12,25,98.61,10.25,266.44,14.44,267.5
2023,12,26,99.37,6.52,271.19,9.41,272.06
2023,12,27,100.86,5.98,187.94,9.0,188.62
2023,12,28,99.08,9.4,223.12,13.43,224.88
2023,12,29,98.68,8.43,242.12,12.07,243.38
2023,12,30,99.57,5.14,236.38,8.28,237.38
2023,12,31,99.58,7.16,129.75,9.55,131.12
