-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  56.1956   Longitude 10.276 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 43.56 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,5,6,101.82,8.41,107.06,10.94,107.81
2023,5,7,102.04,6.62,115.62,8.95,116.62
2023,5,8,102.0,7.32,138.44,9.89,139.38
2023,5,9,101.03,8.45,141.5,11.23,142.88
2023,5,10,100.51,6.98,139.12,9.79,140.31
2023,5,11,101.16,2.45,152.69,3.84,154.12
2023,5,12,101.78,3.61,95.88,5.23,96.31
2023,5,13,101.92,2.64,101.56,3.64,102.12
2023,5,14,101.42,3.06,132.12,4.29,132.62
2023,5,15,100.64,3.09,169.94,4.25,169.81
2023,5,16,100.53,7.37,289.75,9.27,290.94
2023,5,17,101.47,8.55,299.88,10.99,300.81
2023,5,18,102.25,3.55,248.06,4.84,248.69
2023,5,19,102.45,2.34,117.75,3.05,117.19
2023,5,20,102.36,3.64,79.19,5.23,79.31
2023,5,21,101.81,4.93,72.06,7.24,72.56
2023,5,22,101.31,4.53,91.5,6.91,92.12
2023,5,23,100.9,5.82,303.44,7.56,304.06
2023,5,24,101.4,3.8,322.81,5.39,323.69
2023,5,25,101.98,6.93,317.44,8.84,318.31
2023,5,26,102.27,6.33,314.69,8.44,315.38
2023,5,27,102.12,3.41,274.44,4.73,275.06
2023,5,28,101.67,5.2,292.75,6.93,292.69
2023,5,29,101.79,5.38,315.56,7.09,316.56
2023,5,30,102.06,2.76,178.5,3.63,178.25
2023,5,31,101.72,7.06,288.19,9.21,289.06
2023,6,1,101.21,6.52,187.5,8.56,188.25
2023,6,2,101.82,3.23,54.69,4.44,53.75
2023,6,3,101.81,3.73,243.19,5.13,243.12
2023,6,4,101.69,2.36,253.25,3.11,264.75
2023,6,5,101.7,1.91,229.62,2.94,230.62
2023,6,6,101.49,3.93,274.75,5.3,274.94
2023,6,7,101.4,1.45,271.5,2.17,274.25
2023,6,8,101.28,3.18,298.0,4.59,298.25
2023,6,9,101.46,3.65,138.88,5.3,139.69
2023,6,10,101.83,6.06,93.0,8.53,93.75
2023,6,11,101.89,6.1,106.12,8.62,107.0
2023,6,12,101.73,4.73,104.75,7.01,105.62
2023,6,13,101.62,4.12,80.06,5.84,80.5
2023,6,14,101.64,2.19,59.5,2.96,58.62
2023,6,15,101.43,2.57,262.5,3.55,263.0
2023,6,16,101.0,2.3,180.19,3.38,180.12
2023,6,17,100.92,1.94,129.25,2.47,128.75
2023,6,18,100.86,2.92,225.5,4.02,225.69
2023,6,19,100.71,3.59,129.94,4.95,131.19
2023,6,20,100.88,2.4,169.25,3.66,169.38
2023,6,21,100.72,5.51,210.5,7.73,210.75
2023,6,22,101.32,3.52,291.56,5.31,291.62
2023,6,23,101.38,4.92,313.38,6.83,313.5
2023,6,24,101.62,4.35,278.62,6.09,279.12
2023,6,25,101.33,1.8,187.25,2.62,189.06
2023,6,26,100.56,6.83,204.12,9.31,204.62
2023,6,27,100.64,8.48,287.88,10.89,288.62
2023,6,28,100.93,4.23,278.44,5.87,278.75
2023,6,29,100.62,3.89,225.31,5.53,225.62
2023,6,30,100.33,5.6,271.38,7.37,271.56
2023,7,1,99.36,6.56,221.06,8.7,222.0
2023,7,2,99.25,10.23,255.69,13.26,256.62
2023,7,3,99.55,9.23,248.0,11.94,248.75
2023,7,4,99.89,8.26,244.19,10.9,244.94
2023,7,5,99.93,6.2,169.25,8.41,170.25
2023,7,6,100.62,7.64,253.88,10.13,254.56
2023,7,7,101.56,3.23,277.69,4.61,277.5
2023,7,8,101.74,1.79,88.75,2.49,89.56
2023,7,9,101.61,3.43,111.69,5.17,112.25
2023,7,10,101.14,4.65,222.62,7.02,222.88
2023,7,11,100.72,4.57,191.69,6.77,192.69
2023,7,12,100.06,4.12,233.0,5.85,233.38
2023,7,13,100.48,5.36,246.56,7.55,247.06
2023,7,14,100.86,3.7,214.88,5.49,215.38
2023,7,15,100.03,5.84,167.25,8.14,167.94
2023,7,16,100.14,8.73,219.81,11.75,220.5
2023,7,17,100.63,7.49,233.81,9.79,234.5
2023,7,18,100.94,6.35,265.31,8.55,265.56
2023,7,19,100.57,3.97,283.38,5.66,283.69
2023,7,20,100.39,6.88,277.69,9.2,278.25
2023,7,21,100.32,4.61,263.19,6.3,263.19
2023,7,22,100.29,4.9,252.12,6.58,252.19
2023,7,23,99.73,4.89,173.25,6.56,174.31
2023,7,24,99.17,6.23,255.5,8.31,256.06
2023,7,25,99.53,6.3,272.12,8.38,272.75
2023,7,26,99.94,7.02,252.75,9.28,253.38
2023,7,27,99.88,3.5,212.69,4.65,212.94
2023,7,28,99.91,1.95,173.12,2.77,172.69
2023,7,29,99.82,3.63,216.0,5.37,216.81
2023,7,30,99.93,5.23,230.94,7.24,231.31
2023,7,31,99.55,4.63,235.5,6.17,235.62
2023,8,1,98.79,2.27,201.88,3.12,202.12
2023,8,2,98.84,3.95,202.44,5.36,203.06
2023,8,3,98.76,3.7,148.06,5.18,148.25
2023,8,4,100.13,6.84,274.88,9.01,275.81
2023,8,5,100.64,3.76,223.06,5.1,223.0
2023,8,6,100.17,4.77,108.81,6.65,109.31
2023,8,7,99.27,11.67,290.56,15.02,292.44
2023,8,8,99.28,13.3,269.31,17.16,270.81
2023,8,9,100.18,9.44,272.38,12.42,273.75
2023,8,10,101.12,6.86,279.94,9.35,280.81
2023,8,11,101.24,4.06,230.12,6.2,231.0
2023,8,12,100.83,2.83,179.94,4.41,181.06
2023,8,13,100.84,4.88,223.88,7.19,224.12
2023,8,14,100.98,3.12,187.75,4.59,187.94
2023,8,15,100.83,4.8,187.31,6.89,187.62
2023,8,16,101.42,5.44,256.31,7.55,256.81
2023,8,17,101.88,2.62,143.06,3.76,142.75
2023,8,18,101.64,5.01,75.62,7.19,76.19
2023,8,19,101.24,5.66,122.44,7.84,123.31
2023,8,20,101.43,3.62,257.44,5.55,258.0
2023,8,21,101.55,3.95,260.06,5.95,260.0
2023,8,22,101.25,3.65,253.31,5.67,253.44
2023,8,23,101.16,4.36,258.31,6.52,258.44
2023,8,24,100.97,3.12,225.25,4.68,225.75
2023,8,25,100.09,4.82,242.94,6.65,243.12
2023,8,26,100.19,3.0,217.62,4.28,217.94
2023,8,27,100.16,3.2,203.12,4.79,203.44
2023,8,28,100.25,4.24,288.19,5.98,288.75
2023,8,29,100.45,2.73,233.0,3.83,233.44
2023,8,30,99.99,3.73,168.56,5.22,169.06
2023,8,31,99.94,2.45,168.44,3.57,168.88
2023,9,1,100.53,4.31,290.12,6.51,290.69
2023,9,2,101.3,5.91,284.25,8.12,284.62
2023,9,3,101.84,5.7,271.38,7.94,272.19
2023,9,4,102.04,4.73,257.81,6.83,258.06
2023,9,5,101.74,1.88,278.56,2.62,277.75
2023,9,6,101.86,2.54,176.12,3.87,176.69
2023,9,7,101.97,4.36,129.44,6.66,130.19
2023,9,8,101.51,4.24,136.5,6.62,137.06
2023,9,9,101.1,3.06,188.0,4.55,188.5
2023,9,10,101.18,2.09,263.88,2.97,263.75
2023,9,11,100.69,4.09,178.31,6.11,179.38
2023,9,12,100.64,3.55,295.5,5.15,295.0
2023,9,13,101.04,5.01,334.44,6.97,334.88
2023,9,14,101.62,3.18,252.12,4.59,251.81
2023,9,15,101.6,4.36,170.5,6.49,170.88
2023,9,16,101.15,3.78,148.19,5.63,148.69
2023,9,17,101.06,5.39,92.25,7.46,92.94
2023,9,18,99.88,7.12,153.62,9.8,154.62
2023,9,19,99.23,10.5,223.94,13.72,225.12
2023,9,20,99.57,8.91,215.81,11.86,216.88
2023,9,21,99.28,5.81,177.31,8.38,178.06
2023,9,22,99.28,3.99,230.69,5.71,231.19
2023,9,23,100.29,4.17,256.0,6.23,256.5
2023,9,24,101.68,5.02,226.06,7.42,226.44
2023,9,25,101.69,6.73,185.38,9.32,186.38
2023,9,26,101.64,3.7,165.81,5.84,166.19
2023,9,27,101.34,3.39,187.56,5.32,188.12
2023,9,28,100.82,5.99,197.31,8.32,197.94
2023,9,29,100.73,5.84,223.44,8.09,224.31
2023,9,30,101.34,7.16,268.94,9.73,269.44
2023,10,1,101.32,3.62,228.0,5.67,228.56
2023,10,2,100.98,3.63,248.44,5.9,248.5
2023,10,3,100.05,5.88,231.88,8.0,232.88
2023,10,4,100.82,9.5,260.38,12.48,261.38
2023,10,5,101.01,6.91,277.31,9.47,277.94
2023,10,6,100.46,9.93,242.12,13.21,243.38
2023,10,7,100.72,6.46,310.62,8.81,311.25
2023,10,8,101.84,2.81,195.12,4.25,180.06
2023,10,9,101.19,1.44,167.81,1.97,169.06
2023,10,10,100.72,5.46,226.19,7.55,226.81
2023,10,11,99.62,8.76,249.38,11.7,250.25
2023,10,12,100.29,6.91,274.0,9.52,274.38
2023,10,13,99.27,7.28,207.62,10.16,208.38
2023,10,14,99.19,10.25,263.94,13.45,265.19
2023,10,15,100.28,10.15,290.38,13.24,292.0
2023,10,16,101.22,4.96,304.56,7.11,305.38
2023,10,17,101.31,5.32,278.25,7.93,278.62
2023,10,18,100.83,3.8,183.44,5.91,184.0
2023,10,19,100.06,11.98,88.81,15.12,89.88
2023,10,20,99.51,15.0,80.56,18.9,81.44
2023,10,21,99.2,9.52,96.94,12.07,98.06
2023,10,22,99.72,5.79,175.88,8.09,176.94
2023,10,23,100.54,4.56,249.5,6.43,250.75
2023,10,24,100.16,7.9,92.12,10.38,92.81
2023,10,25,99.55,8.23,96.56,10.31,97.81
2023,10,26,99.45,6.28,69.06,8.13,69.5
2023,10,27,99.3,4.92,79.69,6.89,79.88
2023,10,28,99.5,6.41,103.62,8.6,104.38
2023,10,29,98.76,7.79,164.12,10.57,165.69
2023,10,30,98.93,6.71,216.38,9.34,217.44
2023,10,31,99.2,6.56,195.31,8.3,196.5
2023,11,1,99.52,5.7,169.44,7.56,171.0
2023,11,2,98.06,8.34,142.31,11.08,143.75
2023,11,3,97.52,7.64,162.31,10.06,164.0
2023,11,4,97.56,6.74,174.5,8.98,175.69
2023,11,5,97.09,4.7,146.38,6.73,147.19
2023,11,6,98.45,5.0,222.69,7.51,222.94
2023,11,7,99.48,5.06,229.62,7.25,230.19
2023,11,8,99.68,5.72,225.5,8.1,226.31
2023,11,9,99.11,3.62,217.31,5.12,218.0
2023,11,10,98.79,4.81,191.31,6.88,191.88
2023,11,11,99.41,2.12,114.81,3.34,114.62
2023,11,12,99.85,2.16,123.0,3.23,122.0
2023,11,13,99.57,5.23,120.81,7.02,121.25
2023,11,14,98.68,7.88,61.06,9.84,62.0
2023,11,15,100.31,3.8,63.31,5.5,63.5
2023,11,16,100.41,9.03,18.06,11.2,19.25
2023,11,17,101.2,4.58,41.94,6.28,42.38
2023,11,18,101.54,4.4,120.38,6.16,121.25
2023,11,19,99.67,7.46,113.75,9.54,114.94
2023,11,20,100.09,5.66,86.0,7.55,86.56
2023,11,21,101.59,3.61,69.44,5.37,69.38
2023,11,22,101.48,8.75,210.25,11.46,211.25
2023,11,23,99.38,12.07,280.69,16.12,282.0
2023,11,24,99.09,9.05,289.75,12.13,276.0
2023,11,25,100.01,5.58,114.5,8.12,115.12
2023,11,26,100.49,3.07,251.31,4.98,250.56
2023,11,27,100.23,5.67,84.19,8.17,84.62
2023,11,28,99.99,4.61,167.5,6.03,168.0
2023,11,29,99.53,3.03,38.81,4.85,39.56
2023,11,30,99.83,4.93,46.38,7.38,45.56
2023,12,1,100.28,4.97,12.44,7.12,12.62
2023,12,2,100.63,2.91,203.19,4.49,203.06
2023,12,3,101.2,2.09,218.0,3.16,217.75
2023,12,4,100.95,4.6,144.12,6.89,144.0
2023,12,5,100.69,6.02,99.19,8.88,99.69
2023,12,6,100.92,6.29,78.75,8.39,79.12
2023,12,7,101.29,2.45,82.19,3.73,81.88
2023,12,8,100.75,5.15,125.62,7.52,126.12
2023,12,9,99.87,6.59,143.88,9.2,144.81
2023,12,10,99.18,7.49,108.56,10.09,109.62
2023,12,11,99.12,3.92,67.81,6.51,67.44
2023,12,12,100.14,4.44,78.12,7.17,78.38
2023,12,13,100.17,7.12,58.81,9.58,59.31
2023,12,14,101.16,2.39,158.88,3.86,159.12
2023,12,15,101.94,5.28,257.56,7.93,258.38
2023,12,16,102.01,8.24,249.31,11.59,250.38
2023,12,17,101.65,9.47,249.62,12.92,251.0
2023,12,18,101.12,8.26,243.75,11.34,244.94
2023,12,19,100.3,6.46,261.81,8.91,262.94
2023,12,20,99.24,7.16,258.56,9.62,259.81
2023,12,21,97.14,11.81,259.19,15.38,260.62
2023,12,22,97.92,11.75,303.69,15.29,305.06
2023,12,23,98.95,6.08,290.25,8.41,290.94
2023,12,24,98.32,7.51,226.5,10.48,227.62
2023,12,25,98.65,10.57,264.94,14.28,265.94
2023,12,26,99.34,7.95,266.19,10.59,267.44
2023,12,27,100.83,6.38,207.25,8.92,208.75
2023,12,28,99.2,10.47,226.0,14.33,227.5
2023,12,29,98.77,9.92,238.75,13.37,239.94
2023,12,30,99.61,6.53,239.12,9.09,240.0
2023,12,31,99.57,7.23,137.25,9.33,138.69
