-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  57.1738   Longitude 10.0836 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 14.56 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,2,24,99.31,9.68,197.81,12.1,198.94
2023,2,25,100.72,9.7,16.0,12.69,16.5
2023,2,26,102.22,5.22,122.0,7.75,122.12
2023,2,27,102.79,3.58,336.25,5.52,336.31
2023,2,28,102.89,2.69,309.81,3.9,309.94
2023,3,1,102.82,3.2,94.75,4.55,95.19
2023,3,2,102.36,3.36,241.0,5.19,241.19
2023,3,3,101.64,5.13,225.0,6.52,225.44
2023,3,4,101.37,6.55,279.19,9.1,279.56
2023,3,5,100.65,4.6,311.75,6.45,312.31
2023,3,6,99.69,3.59,215.5,4.65,217.06
2023,3,7,98.19,8.73,251.94,11.02,253.06
2023,3,8,99.31,3.55,268.25,5.06,268.69
2023,3,9,99.43,6.02,226.75,8.09,227.62
2023,3,10,99.36,3.98,93.5,5.27,79.5
2023,3,11,99.86,6.39,270.0,8.55,270.31
2023,3,12,100.11,6.16,219.69,8.21,220.44
2023,3,13,97.94,9.93,206.06,13.7,207.5
2023,3,14,98.33,7.71,285.56,10.54,286.06
2023,3,15,100.39,6.16,276.75,8.04,277.81
2023,3,16,101.37,7.43,173.94,9.4,174.56
2023,3,17,100.5,8.02,176.25,10.55,177.5
2023,3,18,100.67,2.05,217.25,3.1,217.31
2023,3,19,101.03,4.42,164.94,6.27,165.62
2023,3,20,100.91,6.36,262.5,8.45,263.19
2023,3,21,100.69,5.35,187.19,6.7,187.94
2023,3,22,99.62,8.1,215.06,10.97,216.06
2023,3,23,99.28,7.43,214.06,10.04,214.81
2023,3,24,98.87,8.34,217.69,11.02,218.62
2023,3,25,99.02,4.84,247.56,7.23,248.06
2023,3,26,99.92,5.6,297.88,7.38,283.31
2023,3,27,100.82,4.87,252.75,6.45,252.69
2023,3,28,101.65,4.78,226.31,6.47,226.94
2023,3,29,100.85,4.34,163.06,5.65,163.0
2023,3,30,99.79,6.65,130.88,8.56,131.44
2023,3,31,99.51,6.0,103.06,7.63,103.44
2023,4,1,100.86,8.25,62.44,10.62,63.06
2023,4,2,102.68,4.19,48.75,5.8,49.25
2023,4,3,103.29,1.96,155.38,2.46,154.62
2023,4,4,102.66,3.44,250.94,4.66,251.25
2023,4,5,102.1,2.91,29.31,4.16,29.44
2023,4,6,101.79,4.04,133.5,5.51,134.19
2023,4,7,102.34,5.6,78.06,7.73,78.44
2023,4,8,102.72,4.22,58.5,6.12,58.94
2023,4,9,102.57,2.83,109.62,4.32,110.56
2023,4,10,101.63,9.02,141.38,11.52,142.38
2023,4,11,100.15,5.98,202.69,8.12,203.31
2023,4,12,100.11,7.47,136.69,9.38,137.56
2023,4,13,99.89,7.62,139.12,9.76,140.06
2023,4,14,101.06,3.52,89.25,4.94,89.25
2023,4,15,101.5,4.23,73.19,6.22,73.81
2023,4,16,102.24,3.42,56.44,4.98,57.12
2023,4,17,102.87,4.27,43.81,6.52,43.81
2023,4,18,103.36,5.47,54.94,8.12,55.5
2023,4,19,103.21,5.9,53.12,8.38,53.88
2023,4,20,102.79,5.84,56.75,8.62,57.62
2023,4,21,102.18,2.77,95.75,3.87,95.81
2023,4,22,100.95,5.22,123.12,7.3,123.75
2023,4,23,100.07,5.26,219.81,7.12,220.06
2023,4,24,99.55,5.12,184.31,7.06,184.25
2023,4,25,99.81,7.05,290.88,8.75,291.69
2023,4,26,100.69,9.23,286.69,11.6,287.75
2023,4,27,101.28,8.28,283.0,10.71,284.0
2023,4,28,101.44,2.68,200.88,3.73,202.0
2023,4,29,101.28,7.82,269.75,10.12,270.88
2023,4,30,101.85,6.71,287.06,8.73,287.19
2023,5,1,101.05,6.73,228.25,8.92,228.62
2023,5,2,101.67,5.59,309.31,7.41,310.19
2023,5,3,102.39,4.7,296.94,6.39,297.44
2023,5,4,102.47,4.14,122.06,5.46,122.38
2023,5,5,102.5,8.84,114.81,11.38,115.0
2023,5,6,102.36,7.38,118.0,9.7,118.44
2023,5,7,102.52,5.8,123.62,8.24,124.25
2023,5,8,102.4,7.05,142.69,9.66,143.5
2023,5,9,101.4,8.85,142.31,11.41,143.44
2023,5,10,100.95,8.42,132.12,11.24,133.25
2023,5,11,101.55,2.27,143.56,3.55,144.0
2023,5,12,102.21,2.96,114.5,4.02,114.81
2023,5,13,102.28,1.9,172.88,2.57,172.75
2023,5,14,101.79,3.3,152.94,4.62,153.5
2023,5,15,101.03,2.66,207.06,3.48,208.25
2023,5,16,100.69,6.06,279.94,7.76,280.38
2023,5,17,101.63,8.73,293.75,10.9,294.81
2023,5,18,102.54,3.77,293.75,4.98,294.62
2023,5,19,102.81,2.02,150.69,2.68,151.62
2023,5,20,102.76,1.84,92.25,2.35,92.81
2023,5,21,102.27,3.26,66.69,4.54,67.12
2023,5,22,101.77,3.71,111.44,5.57,111.69
2023,5,23,101.2,3.98,225.69,5.27,226.38
2023,5,24,101.7,4.71,304.5,6.22,304.88
2023,5,25,102.25,8.08,309.0,10.15,309.94
2023,5,26,102.53,7.38,302.5,9.42,303.44
2023,5,27,102.38,4.8,267.25,6.48,267.12
2023,5,28,101.91,7.12,280.44,9.12,281.38
2023,5,29,102.08,5.56,312.31,7.28,313.19
2023,5,30,102.38,2.98,194.94,4.31,195.19
2023,5,31,101.89,7.47,282.75,9.38,284.0
2023,6,1,101.59,6.45,147.19,8.46,148.0
2023,6,2,102.21,3.21,123.94,4.08,137.56
2023,6,3,102.07,4.07,250.38,5.46,249.88
2023,6,4,101.97,2.19,204.81,3.16,204.88
2023,6,5,102.03,3.55,261.88,4.77,260.44
2023,6,6,101.73,4.25,257.75,5.58,257.31
2023,6,7,101.72,1.2,244.25,1.67,240.62
2023,6,8,101.57,2.89,273.38,3.85,272.88
2023,6,9,101.88,4.12,120.06,5.31,120.44
2023,6,10,102.29,4.38,108.5,5.9,108.81
2023,6,11,102.35,5.23,123.88,7.43,124.19
2023,6,12,102.18,4.21,116.12,5.89,116.62
2023,6,13,102.01,2.11,103.19,2.84,102.62
2023,6,14,102.0,2.41,100.25,3.25,100.94
2023,6,15,101.74,1.67,241.81,2.24,242.75
2023,6,16,101.35,1.88,141.5,2.62,142.0
2023,6,17,101.26,1.67,201.25,2.26,200.56
2023,6,18,101.2,3.42,116.5,4.6,116.56
2023,6,19,101.06,3.81,105.19,4.89,106.19
2023,6,20,101.19,2.49,183.12,3.47,182.0
2023,6,21,100.99,5.88,190.5,8.01,190.5
2023,6,22,101.58,5.41,273.75,7.52,274.06
2023,6,23,101.64,5.74,295.19,7.55,295.62
2023,6,24,101.85,5.81,271.44,7.81,271.88
2023,6,25,101.66,2.3,188.62,3.16,189.75
2023,6,26,100.82,7.12,192.5,9.31,193.19
2023,6,27,100.78,9.33,285.75,11.75,286.69
2023,6,28,101.19,4.16,272.62,5.7,272.25
2023,6,29,100.87,4.03,222.94,5.73,222.56
2023,6,30,100.52,7.48,264.0,9.6,264.19
2023,7,1,99.59,5.59,218.25,7.45,218.62
2023,7,2,99.27,10.43,252.81,13.22,253.75
2023,7,3,99.6,10.58,249.44,13.37,250.19
2023,7,4,99.99,8.66,242.31,11.06,243.19
2023,7,5,100.35,5.58,161.06,7.49,161.5
2023,7,6,100.71,7.85,256.31,10.17,257.62
2023,7,7,101.83,4.77,258.69,6.7,259.12
2023,7,8,102.07,2.53,236.44,3.49,236.06
2023,7,9,101.99,2.53,127.75,3.66,128.0
2023,7,10,101.46,4.2,191.19,6.34,191.38
2023,7,11,101.01,5.84,186.19,8.07,187.12
2023,7,12,100.34,3.78,240.69,5.48,240.06
2023,7,13,100.69,5.91,248.81,7.8,249.06
2023,7,14,101.14,4.44,229.94,6.34,229.88
2023,7,15,100.39,6.27,163.44,8.54,164.31
2023,7,16,100.28,9.05,212.62,11.99,213.5
2023,7,17,100.77,8.21,234.25,10.59,235.0
2023,7,18,101.11,8.38,265.0,10.77,265.56
2023,7,19,100.79,7.02,276.62,9.12,277.19
2023,7,20,100.53,8.52,274.94,10.91,275.75
2023,7,21,100.52,6.59,258.25,8.49,258.5
2023,7,22,100.5,5.51,253.44,7.34,253.69
2023,7,23,100.12,5.08,143.69,6.48,143.75
2023,7,24,99.34,6.07,244.88,7.92,244.69
2023,7,25,99.67,8.1,265.88,10.35,266.56
2023,7,26,100.0,9.33,244.12,11.93,245.31
2023,7,27,100.12,5.71,275.88,7.2,276.19
2023,7,28,100.26,2.71,268.94,3.48,268.19
2023,7,29,100.1,3.28,202.19,4.8,202.25
2023,7,30,100.15,5.04,231.44,6.92,231.81
2023,7,31,99.81,2.82,238.88,3.79,238.12
2023,8,1,99.2,3.55,99.06,4.54,99.06
2023,8,2,99.17,3.35,211.94,4.62,211.5
2023,8,3,99.17,5.16,157.5,6.96,158.19
2023,8,4,100.22,7.74,264.69,9.8,265.69
2023,8,5,100.89,4.95,249.31,6.35,249.5
2023,8,6,100.62,4.7,94.69,6.45,95.19
2023,8,7,99.31,12.05,300.31,15.22,301.56
2023,8,8,99.05,17.0,271.38,21.48,272.69
2023,8,9,100.15,11.62,275.69,14.81,277.06
2023,8,10,101.26,8.34,281.19,10.77,282.06
2023,8,11,101.48,5.12,235.75,7.38,236.44
2023,8,12,101.17,2.77,161.69,4.2,162.19
2023,8,13,101.09,4.27,228.38,6.12,228.06
2023,8,14,101.29,3.95,192.69,5.71,193.06
2023,8,15,101.13,4.8,179.62,6.66,179.81
2023,8,16,101.6,6.27,246.69,8.25,247.38
2023,8,17,102.22,2.94,168.44,4.12,169.5
2023,8,18,102.1,4.59,67.75,6.41,68.12
2023,8,19,101.66,6.44,120.12,8.73,121.06
2023,8,20,101.68,4.12,246.62,5.99,247.25
2023,8,21,101.78,5.25,257.19,7.58,257.25
2023,8,22,101.51,4.05,251.81,5.99,252.0
2023,8,23,101.37,5.23,252.5,7.47,252.81
2023,8,24,101.25,4.23,240.19,6.0,240.19
2023,8,25,100.4,5.03,207.56,6.89,208.19
2023,8,26,100.48,2.66,245.88,3.77,246.38
2023,8,27,100.48,3.09,224.44,4.27,225.31
2023,8,28,100.5,4.95,290.38,6.73,291.25
2023,8,29,100.72,3.98,232.69,5.73,232.94
2023,8,30,100.35,3.7,163.75,5.21,164.19
2023,8,31,100.34,2.67,128.56,3.82,128.75
2023,9,1,100.78,3.53,295.44,5.23,295.69
2023,9,2,101.47,7.7,272.25,10.05,273.06
2023,9,3,102.01,6.8,269.19,9.02,270.06
2023,9,4,102.25,5.84,251.75,8.27,252.19
2023,9,5,102.01,5.24,257.44,7.6,257.94
2023,9,6,102.19,2.47,205.44,3.86,206.81
2023,9,7,102.35,4.41,144.56,6.49,145.06
2023,9,8,101.9,3.87,143.75,5.9,144.0
2023,9,9,101.43,3.33,191.75,5.11,192.38
2023,9,10,101.48,3.15,271.56,4.52,271.62
2023,9,11,100.97,4.75,185.12,6.83,186.0
2023,9,12,100.93,4.64,281.31,6.65,281.88
2023,9,13,101.36,5.17,312.69,7.16,313.81
2023,9,14,101.88,3.79,243.12,5.09,242.56
2023,9,15,101.9,5.24,184.62,7.14,184.88
2023,9,16,101.54,3.22,165.62,4.68,166.12
2023,9,17,101.53,5.69,98.44,7.59,99.62
2023,9,18,100.24,8.95,147.56,11.59,148.44
2023,9,19,99.31,9.16,217.75,11.8,218.75
2023,9,20,99.71,8.2,214.88,10.95,215.75
2023,9,21,99.56,6.31,183.5,8.79,184.31
2023,9,22,99.54,3.74,231.75,4.88,232.12
2023,9,23,100.53,4.7,255.31,6.55,256.06
2023,9,24,101.89,6.27,228.31,8.6,228.88
2023,9,25,101.91,7.69,187.44,10.08,188.62
2023,9,26,101.97,4.04,171.81,6.05,172.19
2023,9,27,101.64,3.92,195.44,5.71,196.06
2023,9,28,101.08,6.43,189.25,8.84,189.81
2023,9,29,100.95,5.91,223.12,8.05,223.88
2023,9,30,101.45,8.99,264.44,11.66,265.31
2023,10,1,101.57,4.59,234.56,6.73,235.25
2023,10,2,101.24,3.8,257.19,6.12,257.38
2023,10,3,100.34,6.04,226.62,8.07,226.88
2023,10,4,100.87,10.2,260.81,13.13,261.81
2023,10,5,101.17,7.22,283.06,9.7,283.38
2023,10,6,100.5,10.45,238.44,13.62,239.56
2023,10,7,100.98,4.7,334.62,6.62,334.69
2023,10,8,102.16,3.67,200.25,5.59,185.12
2023,10,9,101.55,2.19,257.12,2.91,256.62
2023,10,10,100.88,6.35,222.94,8.6,223.62
2023,10,11,99.68,10.28,250.12,13.47,251.06
2023,10,12,100.39,9.45,275.56,12.64,276.25
2023,10,13,99.48,6.5,211.5,8.96,212.19
2023,10,14,99.11,12.79,260.81,16.48,262.06
2023,10,15,100.35,10.38,298.56,13.31,299.81
2023,10,16,101.45,5.5,305.31,8.07,306.25
2023,10,17,101.48,7.18,272.25,9.85,273.19
2023,10,18,101.22,4.9,128.06,6.92,128.69
2023,10,19,100.73,10.65,87.12,13.34,87.62
2023,10,20,100.29,14.09,77.81,17.61,78.62
2023,10,21,99.84,11.45,90.62,14.45,91.38
2023,10,22,100.07,6.16,138.56,8.42,139.25
2023,10,23,100.77,3.84,207.19,5.59,208.69
2023,10,24,100.74,7.85,89.0,10.4,89.38
2023,10,25,100.19,10.25,85.94,12.7,86.69
2023,10,26,99.99,6.98,66.5,8.81,66.94
2023,10,27,99.8,5.6,69.75,7.31,69.94
2023,10,28,100.01,5.92,90.56,7.96,90.75
2023,10,29,99.22,7.52,130.56,9.8,131.69
2023,10,30,99.14,5.2,226.69,7.51,227.12
2023,10,31,99.61,6.76,150.06,8.79,150.75
2023,11,1,99.88,5.54,175.44,7.26,176.56
2023,11,2,98.48,8.32,132.25,11.12,133.31
2023,11,3,97.88,7.91,142.94,10.55,144.12
2023,11,4,97.87,6.05,165.0,8.13,165.75
2023,11,5,97.53,5.62,129.69,7.88,130.12
2023,11,6,98.68,4.15,213.19,6.45,213.75
2023,11,7,99.73,3.49,228.31,5.41,228.69
2023,11,8,99.93,3.2,220.56,4.73,220.44
2023,11,9,99.41,3.36,176.56,4.8,178.12
2023,11,10,99.12,3.01,162.19,4.44,160.69
2023,11,11,99.82,2.05,89.56,2.84,89.38
2023,11,12,100.26,2.51,109.75,3.79,108.75
2023,11,13,100.06,6.05,111.62,8.1,112.19
2023,11,14,99.41,9.93,61.75,12.3,62.5
2023,11,15,100.8,4.15,58.81,6.0,58.69
2023,11,16,101.1,7.55,45.44,9.54,45.75
2023,11,17,101.71,5.19,55.81,6.82,56.5
2023,11,18,101.96,3.8,117.25,5.26,118.56
2023,11,19,100.24,8.67,114.56,11.21,115.0
2023,11,20,100.64,5.81,91.06,8.17,91.12
2023,11,21,102.04,3.42,77.5,5.26,77.19
2023,11,22,101.52,9.56,221.19,12.63,222.12
2023,11,23,99.39,13.17,281.62,17.27,282.69
2023,11,24,99.34,8.87,237.88,11.96,238.81
2023,11,25,100.4,5.97,59.44,8.86,59.88
2023,11,26,100.81,3.04,227.25,4.49,226.0
2023,11,27,100.78,6.48,67.5,8.66,67.75
2023,11,28,100.41,4.62,166.69,6.31,152.75
2023,11,29,99.97,2.66,68.56,3.93,70.25
2023,11,30,100.4,6.17,60.75,8.77,60.69
2023,12,1,100.72,5.22,24.12,7.88,24.31
2023,12,2,101.0,2.22,17.94,3.18,18.12
2023,12,3,101.56,2.34,92.94,3.54,95.62
2023,12,4,101.39,3.38,142.19,5.27,141.38
2023,12,5,101.29,5.91,98.75,8.65,98.62
2023,12,6,101.57,6.8,83.5,8.92,83.75
2023,12,7,101.75,3.35,69.62,5.3,69.81
2023,12,8,101.22,5.48,111.56,7.92,111.56
2023,12,9,100.29,7.5,134.0,10.01,134.56
2023,12,10,99.78,9.24,98.06,11.98,99.0
2023,12,11,99.66,6.24,66.0,8.77,66.19
2023,12,12,100.65,4.96,74.12,7.7,74.44
2023,12,13,100.77,6.29,63.38,8.66,63.19
2023,12,14,101.53,2.36,170.75,3.71,169.75
2023,12,15,102.11,5.95,250.75,8.66,251.81
2023,12,16,102.04,8.99,245.81,12.26,246.81
2023,12,17,101.67,9.41,245.81,12.84,247.19
2023,12,18,101.19,7.67,243.44,10.65,244.38
2023,12,19,100.41,7.82,258.81,10.64,259.81
2023,12,20,99.33,7.62,263.81,10.4,265.25
2023,12,21,97.12,10.84,262.0,14.32,263.31
2023,12,22,98.09,11.11,317.62,14.64,318.75
2023,12,23,99.16,5.79,306.44,8.33,307.0
2023,12,24,98.46,7.42,225.25,10.34,226.19
2023,12,25,98.64,11.55,268.56,15.49,269.38
2023,12,26,99.52,5.91,238.75,8.2,238.31
2023,12,27,101.14,6.34,175.19,8.98,176.38
2023,12,28,99.28,8.98,215.38,12.52,216.81
2023,12,29,98.83,8.59,240.0,12.09,241.12
2023,12,30,99.78,4.18,223.75,6.24,223.88
2023,12,31,100.03,8.91,124.62,11.34,125.38
